Nodes,DemandPairs,TreeType,DPType,Algorithm,Seed,Solvable,KernelSize,AlgTreeOps,AlgDPOps,AlgDPEdgeKeyOps,AlgDPEdgeValueOps,AlgTicksApplicability,AlgTicksModifying,AlgTimeApplicability,AlgTimeModifying,RR1Name,RR1ContractedEdges,RR1RemovedDPs,RR1ChangedDPs,RR1TreeOps,RR1DPOps,RR1DPEdgeKeyOps,RR1DPEdgeValueOps,RR1TicksApplicability,RR1TicksModifying,RR1TimeApplicability,RR1TimeModifying,RR2Name,RR2ContractedEdges,RR2RemovedDPs,RR2ChangedDPs,RR2TreeOps,RR2DPOps,RR2DPEdgeKeyOps,RR2DPEdgeValueOps,RR2TicksApplicability,RR2TicksModifying,RR2TimeApplicability,RR2TimeModifying,RR3Name,RR3ContractedEdges,RR3RemovedDPs,RR3ChangedDPs,RR3TreeOps,RR3DPOps,RR3DPEdgeKeyOps,RR3DPEdgeValueOps,RR3TicksApplicability,RR3TicksModifying,RR3TimeApplicability,RR3TimeModifying,RR4Name,RR4ContractedEdges,RR4RemovedDPs,RR4ChangedDPs,RR4TreeOps,RR4DPOps,RR4DPEdgeKeyOps,RR4DPEdgeValueOps,RR4TicksApplicability,RR4TicksModifying,RR4TimeApplicability,RR4TimeModifying,RR5Name,RR5ContractedEdges,RR5RemovedDPs,RR5ChangedDPs,RR5TreeOps,RR5DPOps,RR5DPEdgeKeyOps,RR5DPEdgeValueOps,RR5TicksApplicability,RR5TicksModifying,RR5TimeApplicability,RR5TimeModifying,RR6Name,RR6ContractedEdges,RR6RemovedDPs,RR6ChangedDPs,RR6TreeOps,RR6DPOps,RR6DPEdgeKeyOps,RR6DPEdgeValueOps,RR6TicksApplicability,RR6TicksModifying,RR6TimeApplicability,RR6TimeModifying,RR7Name,RR7ContractedEdges,RR7RemovedDPs,RR7ChangedDPs,RR7TreeOps,RR7DPOps,RR7DPEdgeKeyOps,RR7DPEdgeValueOps,RR7TicksApplicability,RR7TicksModifying,RR7TimeApplicability,RR7TimeModifying,RR8Name,RR8ContractedEdges,RR8RemovedDPs,RR8ChangedDPs,RR8TreeOps,RR8DPOps,RR8DPEdgeKeyOps,RR8DPEdgeValueOps,RR8TicksApplicability,RR8TicksModifying,RR8TimeApplicability,RR8TimeModifying
500,500,Prüfer,Random,GuoNiedermeierKernelisation,0,False,5,13212,538,29338,14212,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,68,0,0,40869,601,79655,9326,211516,315644,00:00:00.0211516,00:00:00.0315644,UnitPath,27,463,0,9640,140335,23976,17619,52013,222886,00:00:00.0052013,00:00:00.0222886,DominatedEdge,400,0,0,46021,193069,226246,704347,2577612,69241459,00:00:00.2577612,00:00:06.9241487,DominatedPath,0,33,0,1404,4947,458,328,20802,1994,00:00:00.0020802,00:00:00.0001994,DisjointPaths,0,0,0,49,44,0,0,272111,0,00:00:00.0272111,00:00:00.0000000,OverloadedEdge,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedCaterpillar,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedL3Leaves,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,1,True,56,12101,541,27121,13101,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,24,0,0,24740,408,34522,5791,39724,18426,00:00:00.0039724,00:00:00.0018426,UnitPath,11,177,0,2743,88551,7302,4297,16018,20860,00:00:00.0016018,00:00:00.0020860,DominatedEdge,409,0,0,57346,303821,276056,1558265,3099745,63642847,00:00:00.3099745,00:00:06.3642859,DominatedPath,0,231,0,55132,204727,6636,5760,233476,17765,00:00:00.0233476,00:00:00.0017765,DisjointPaths,0,0,0,2904,12052,0,0,53929,0,00:00:00.0053929,00:00:00.0000000,OverloadedEdge,0,0,0,66,217,0,0,67154,0,00:00:00.0067154,00:00:00.0000000,OverloadedCaterpillar,0,0,0,168,49,97,0,13936,0,00:00:00.0013936,00:00:00.0000000,OverloadedL3Leaves,0,0,0,57,48,56,0,22313,0,00:00:00.0022313,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,2,True,34,13290,553,29488,14290,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,25,0,0,31721,465,38930,7495,72554,19583,00:00:00.0072554,00:00:00.0019583,UnitPath,19,373,0,6849,137197,19705,12503,23808,86011,00:00:00.0023808,00:00:00.0086011,DominatedEdge,422,0,0,65718,345080,280824,2040619,4637833,56152713,00:00:00.4637833,00:00:05.6152737,DominatedPath,0,86,0,10837,35688,1790,1452,61326,4873,00:00:00.0061326,00:00:00.0004873,DisjointPaths,0,0,0,1068,3731,0,0,23729,0,00:00:00.0023729,00:00:00.0000000,OverloadedEdge,0,0,0,70,121,0,0,995,0,00:00:00.0000995,00:00:00.0000000,OverloadedCaterpillar,0,0,0,102,29,57,0,447,0,00:00:00.0000447,00:00:00.0000000,OverloadedL3Leaves,0,0,0,35,28,34,0,157,0,00:00:00.0000157,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,3,False,90,13912,532,30719,14912,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,44,0,0,38341,440,54884,9067,111405,32603,00:00:00.0111405,00:00:00.0032603,UnitPath,10,238,0,4663,106341,12633,8256,20170,57107,00:00:00.0020170,00:00:00.0057107,DominatedEdge,356,0,0,67688,329785,271202,2080692,5461567,48041076,00:00:00.5461567,00:00:04.8041099,DominatedPath,0,202,0,25716,90551,9321,8547,139791,43537,00:00:00.0139791,00:00:00.0043537,DisjointPaths,0,0,0,3967,15360,0,0,89048,0,00:00:00.0089048,00:00:00.0000000,OverloadedEdge,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedCaterpillar,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedL3Leaves,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,4,True,67,12258,523,27435,13258,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,41,0,0,30537,459,50232,6876,52472,29799,00:00:00.0052472,00:00:00.0029799,UnitPath,8,284,0,5095,117598,12858,9216,13232,35541,00:00:00.0013232,00:00:00.0035541,DominatedEdge,384,0,0,50362,243806,262573,1561287,3879584,41018145,00:00:00.3879584,00:00:04.1018154,DominatedPath,0,151,0,22951,85486,4498,3938,160882,16305,00:00:00.0160882,00:00:00.0016305,DisjointPaths,0,0,0,2853,11115,0,0,37735,0,00:00:00.0037735,00:00:00.0000000,OverloadedEdge,0,0,0,71,166,0,0,993,0,00:00:00.0000993,00:00:00.0000000,OverloadedCaterpillar,0,0,0,201,57,113,0,370,0,00:00:00.0000370,00:00:00.0000000,OverloadedL3Leaves,0,0,0,68,56,67,0,271,0,00:00:00.0000271,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,5,True,81,13252,529,29416,14252,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,39,0,0,36752,423,49757,8713,64581,46617,00:00:00.0064581,00:00:00.0046617,UnitPath,6,108,0,2466,60725,6858,3864,12127,21210,00:00:00.0012127,00:00:00.0021210,DominatedEdge,374,0,0,58798,267734,276432,2402666,5332362,33020550,00:00:00.5332362,00:00:03.3020559,DominatedPath,0,315,0,80135,251185,13071,11901,258386,34068,00:00:00.0258386,00:00:00.0034068,DisjointPaths,0,0,0,4185,17017,0,0,67315,0,00:00:00.0067315,00:00:00.0000000,OverloadedEdge,0,0,0,71,190,0,0,1088,0,00:00:00.0001088,00:00:00.0000000,OverloadedCaterpillar,0,0,0,243,71,141,0,583,0,00:00:00.0000583,00:00:00.0000000,OverloadedL3Leaves,0,0,0,82,70,81,0,419,0,00:00:00.0000419,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,6,True,52,13835,523,30564,14835,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,82,0,0,46181,536,84248,10317,87150,117061,00:00:00.0087150,00:00:00.0117061,UnitPath,11,376,0,10045,131101,23337,18998,11896,84134,00:00:00.0011896,00:00:00.0084134,DominatedEdge,355,0,0,48275,152354,230543,945455,2471996,27462873,00:00:00.2471996,00:00:02.7462881,DominatedPath,0,80,0,11032,34883,1960,1695,45897,9291,00:00:00.0045897,00:00:00.0009291,DisjointPaths,0,0,0,1426,4884,0,0,26870,0,00:00:00.0026870,00:00:00.0000000,OverloadedEdge,0,0,0,66,121,0,0,689,0,00:00:00.0000689,00:00:00.0000000,OverloadedCaterpillar,0,0,0,156,46,91,0,339,0,00:00:00.0000339,00:00:00.0000000,OverloadedL3Leaves,0,0,0,53,45,52,0,204,0,00:00:00.0000204,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,7,True,75,16421,532,35739,17421,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,43,0,0,38002,441,50729,8983,76154,48366,00:00:00.0076154,00:00:00.0048366,UnitPath,6,79,0,2001,55302,5815,2939,30952,19707,00:00:00.0030952,00:00:00.0019707,DominatedEdge,376,0,0,57601,528744,273696,2397683,7182733,17868166,00:00:00.7182733,00:00:01.7868176,DominatedPath,0,362,0,51328,201392,14700,13287,224749,41937,00:00:00.0224749,00:00:00.0041937,DisjointPaths,0,0,0,3229,12449,0,0,33967,0,00:00:00.0033967,00:00:00.0000000,OverloadedEdge,0,0,0,88,163,0,0,512,0,00:00:00.0000512,00:00:00.0000000,OverloadedCaterpillar,0,0,0,225,61,121,0,314,0,00:00:00.0000314,00:00:00.0000000,OverloadedL3Leaves,0,0,0,76,60,75,0,171,0,00:00:00.0000171,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,8,True,77,14187,527,31291,15187,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,39,0,0,38426,463,53497,9096,110229,47442,00:00:00.0110229,00:00:00.0047442,UnitPath,8,193,0,4661,93173,11942,8303,14303,55373,00:00:00.0014303,00:00:00.0055373,DominatedEdge,376,0,0,61362,319833,273063,1958192,5026027,9645658,00:00:00.5026027,00:00:00.9645665,DominatedPath,0,239,0,34917,129103,8740,7790,182484,34015,00:00:00.0182484,00:00:00.0034015,DisjointPaths,0,0,0,3692,14688,0,0,52397,0,00:00:00.0052397,00:00:00.0000000,OverloadedEdge,0,0,0,53,163,0,0,491,0,00:00:00.0000491,00:00:00.0000000,OverloadedCaterpillar,0,0,0,231,67,133,0,281,0,00:00:00.0000281,00:00:00.0000000,OverloadedL3Leaves,0,0,0,78,66,77,0,185,0,00:00:00.0000185,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,9,False,60,12570,534,28058,13570,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,27,0,0,29174,440,38839,6875,60980,33814,00:00:00.0060980,00:00:00.0033814,UnitPath,14,257,0,4942,112453,12737,8609,15491,46401,00:00:00.0015491,00:00:00.0046401,DominatedEdge,399,0,0,64791,308728,284671,1823791,4743185,1833330,00:00:00.4743185,00:00:00.1833354,DominatedPath,0,182,0,30129,108140,4466,3748,143565,16745,00:00:00.0143565,00:00:00.0016745,DisjointPaths,0,0,0,2328,8906,0,0,25163,0,00:00:00.0025163,00:00:00.0000000,OverloadedEdge,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedCaterpillar,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedL3Leaves,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000
