Nodes,DemandPairs,TreeType,DPType,Algorithm,Seed,Solvable,KernelSize,AlgTreeOps,AlgDPOps,AlgDPEdgeKeyOps,AlgDPEdgeValueOps,AlgTicksApplicability,AlgTicksModifying,AlgTimeApplicability,AlgTimeModifying,RR1Name,RR1ContractedEdges,RR1RemovedDPs,RR1ChangedDPs,RR1TreeOps,RR1DPOps,RR1DPEdgeKeyOps,RR1DPEdgeValueOps,RR1TicksApplicability,RR1TicksModifying,RR1TimeApplicability,RR1TimeModifying,RR2Name,RR2ContractedEdges,RR2RemovedDPs,RR2ChangedDPs,RR2TreeOps,RR2DPOps,RR2DPEdgeKeyOps,RR2DPEdgeValueOps,RR2TicksApplicability,RR2TicksModifying,RR2TimeApplicability,RR2TimeModifying,RR3Name,RR3ContractedEdges,RR3RemovedDPs,RR3ChangedDPs,RR3TreeOps,RR3DPOps,RR3DPEdgeKeyOps,RR3DPEdgeValueOps,RR3TicksApplicability,RR3TicksModifying,RR3TimeApplicability,RR3TimeModifying,RR4Name,RR4ContractedEdges,RR4RemovedDPs,RR4ChangedDPs,RR4TreeOps,RR4DPOps,RR4DPEdgeKeyOps,RR4DPEdgeValueOps,RR4TicksApplicability,RR4TicksModifying,RR4TimeApplicability,RR4TimeModifying,RR5Name,RR5ContractedEdges,RR5RemovedDPs,RR5ChangedDPs,RR5TreeOps,RR5DPOps,RR5DPEdgeKeyOps,RR5DPEdgeValueOps,RR5TicksApplicability,RR5TicksModifying,RR5TimeApplicability,RR5TimeModifying,RR6Name,RR6ContractedEdges,RR6RemovedDPs,RR6ChangedDPs,RR6TreeOps,RR6DPOps,RR6DPEdgeKeyOps,RR6DPEdgeValueOps,RR6TicksApplicability,RR6TicksModifying,RR6TimeApplicability,RR6TimeModifying,RR7Name,RR7ContractedEdges,RR7RemovedDPs,RR7ChangedDPs,RR7TreeOps,RR7DPOps,RR7DPEdgeKeyOps,RR7DPEdgeValueOps,RR7TicksApplicability,RR7TicksModifying,RR7TimeApplicability,RR7TimeModifying,RR8Name,RR8ContractedEdges,RR8RemovedDPs,RR8ChangedDPs,RR8TreeOps,RR8DPOps,RR8DPEdgeKeyOps,RR8DPEdgeValueOps,RR8TicksApplicability,RR8TicksModifying,RR8TimeApplicability,RR8TimeModifying
500,500,Prüfer,Random,GuoNiedermeierKernelisation,0,False,5,13212,538,29338,14212,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,68,0,0,40869,601,79655,9326,189520341,2123521,00:00:18.9520341,00:00:00.2123521,UnitPath,27,463,0,9640,140335,23976,17619,41481,510153,00:00:00.0041481,00:00:00.0510153,DominatedEdge,400,0,0,46021,193069,226246,704347,1848669,836370747,00:00:00.1848669,00:01:23.6370785,DominatedPath,0,33,0,1404,4947,458,328,29312,3820,00:00:00.0029312,00:00:00.0003820,DisjointPaths,0,0,0,49,44,0,0,433860,0,00:00:00.0433860,00:00:00.0000000,OverloadedEdge,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedCaterpillar,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedL3Leaves,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,1,True,56,12101,541,27121,13101,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,24,0,0,24740,408,34522,5791,35662152,684031,00:00:03.5662152,00:00:00.0684031,UnitPath,11,177,0,2743,88551,7302,4297,26246,172612,00:00:00.0026246,00:00:00.0172612,DominatedEdge,409,0,0,57346,303821,276056,1558265,2717957,794551246,00:00:00.2717957,00:01:19.4551254,DominatedPath,0,231,0,55132,204727,6636,5760,434654,31602,00:00:00.0434654,00:00:00.0031602,DisjointPaths,0,0,0,2904,12052,0,0,97359,0,00:00:00.0097359,00:00:00.0000000,OverloadedEdge,0,0,0,66,217,0,0,82780,0,00:00:00.0082780,00:00:00.0000000,OverloadedCaterpillar,0,0,0,168,49,97,0,50154,0,00:00:00.0050154,00:00:00.0000000,OverloadedL3Leaves,0,0,0,57,48,56,0,67290,0,00:00:00.0067290,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,2,True,34,13290,553,29488,14290,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,25,0,0,31721,465,38930,7495,53921004,617759,00:00:05.3921004,00:00:00.0617759,UnitPath,19,373,0,6849,137197,19705,12503,20758,380986,00:00:00.0020758,00:00:00.0380986,DominatedEdge,422,0,0,65718,345080,280824,2040619,4018430,730018219,00:00:00.4018430,00:01:13.0018227,DominatedPath,0,86,0,10837,35688,1790,1452,68062,9614,00:00:00.0068062,00:00:00.0009614,DisjointPaths,0,0,0,1068,3731,0,0,40997,0,00:00:00.0040997,00:00:00.0000000,OverloadedEdge,0,0,0,70,121,0,0,2155,0,00:00:00.0002155,00:00:00.0000000,OverloadedCaterpillar,0,0,0,102,29,57,0,474,0,00:00:00.0000474,00:00:00.0000000,OverloadedL3Leaves,0,0,0,35,28,34,0,154,0,00:00:00.0000154,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,3,False,90,13912,532,30719,14912,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,44,0,0,38341,440,54884,9067,65149954,961877,00:00:06.5149954,00:00:00.0961877,UnitPath,10,238,0,4663,106341,12633,8256,19650,257312,00:00:00.0019650,00:00:00.0257312,DominatedEdge,356,0,0,67688,329785,271202,2080692,3970678,661160009,00:00:00.3970678,00:01:06.1160016,DominatedPath,0,202,0,25716,90551,9321,8547,167353,41128,00:00:00.0167353,00:00:00.0041128,DisjointPaths,0,0,0,3967,15360,0,0,76888,0,00:00:00.0076888,00:00:00.0000000,OverloadedEdge,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedCaterpillar,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedL3Leaves,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,4,True,67,12258,523,27435,13258,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,41,0,0,30537,459,50232,6876,58503170,925800,00:00:05.8503170,00:00:00.0925800,UnitPath,8,284,0,5095,117598,12858,9216,17554,214318,00:00:00.0017554,00:00:00.0214318,DominatedEdge,384,0,0,50362,243806,262573,1561287,2903144,565433325,00:00:00.2903144,00:00:56.5433333,DominatedPath,0,151,0,22951,85486,4498,3938,167277,18938,00:00:00.0167277,00:00:00.0018938,DisjointPaths,0,0,0,2853,11115,0,0,72694,0,00:00:00.0072694,00:00:00.0000000,OverloadedEdge,0,0,0,71,166,0,0,1407,0,00:00:00.0001407,00:00:00.0000000,OverloadedCaterpillar,0,0,0,201,57,113,0,337,0,00:00:00.0000337,00:00:00.0000000,OverloadedL3Leaves,0,0,0,68,56,67,0,252,0,00:00:00.0000252,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,5,True,81,13252,529,29416,14252,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,39,0,0,36752,423,49757,8713,63777693,846208,00:00:06.3777693,00:00:00.0846208,UnitPath,6,108,0,2466,60725,6858,3864,18465,168642,00:00:00.0018465,00:00:00.0168642,DominatedEdge,374,0,0,58798,267734,276432,2402666,4609404,497700744,00:00:00.4609404,00:00:49.7700752,DominatedPath,0,315,0,80135,251185,13071,11901,432654,54867,00:00:00.0432654,00:00:00.0054867,DisjointPaths,0,0,0,4185,17017,0,0,69534,0,00:00:00.0069534,00:00:00.0000000,OverloadedEdge,0,0,0,71,190,0,0,646,0,00:00:00.0000646,00:00:00.0000000,OverloadedCaterpillar,0,0,0,243,71,141,0,319,0,00:00:00.0000319,00:00:00.0000000,OverloadedL3Leaves,0,0,0,82,70,81,0,254,0,00:00:00.0000254,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,6,True,52,13835,523,30564,14835,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,82,0,0,46181,536,84248,10317,205771541,1763191,00:00:20.5771541,00:00:00.1763191,UnitPath,11,376,0,10045,131101,23337,18998,13381,311614,00:00:00.0013381,00:00:00.0311614,DominatedEdge,355,0,0,48275,152354,230543,945455,2079201,255663016,00:00:00.2079201,00:00:25.5663022,DominatedPath,0,80,0,11032,34883,1960,1695,70881,8663,00:00:00.0070881,00:00:00.0008663,DisjointPaths,0,0,0,1426,4884,0,0,30649,0,00:00:00.0030649,00:00:00.0000000,OverloadedEdge,0,0,0,66,121,0,0,537,0,00:00:00.0000537,00:00:00.0000000,OverloadedCaterpillar,0,0,0,156,46,91,0,329,0,00:00:00.0000329,00:00:00.0000000,OverloadedL3Leaves,0,0,0,53,45,52,0,291,0,00:00:00.0000291,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,7,True,75,16421,532,35739,17421,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,43,0,0,38002,441,50729,8983,62951957,877893,00:00:06.2951957,00:00:00.0877893,UnitPath,6,79,0,2001,55302,5815,2939,25502,130222,00:00:00.0025502,00:00:00.0130222,DominatedEdge,376,0,0,57601,528744,273696,2397683,4598898,198306711,00:00:00.4598898,00:00:19.8306718,DominatedPath,0,362,0,51328,201392,14700,13287,281891,63812,00:00:00.0281891,00:00:00.0063812,DisjointPaths,0,0,0,3229,12449,0,0,66972,0,00:00:00.0066972,00:00:00.0000000,OverloadedEdge,0,0,0,88,163,0,0,1191,0,00:00:00.0001191,00:00:00.0000000,OverloadedCaterpillar,0,0,0,225,61,121,0,500,0,00:00:00.0000500,00:00:00.0000000,OverloadedL3Leaves,0,0,0,76,60,75,0,385,0,00:00:00.0000385,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,8,True,77,14187,527,31291,15187,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,39,0,0,38426,463,53497,9096,72967840,973526,00:00:07.2967840,00:00:00.0973526,UnitPath,8,193,0,4661,93173,11942,8303,18545,224963,00:00:00.0018545,00:00:00.0224963,DominatedEdge,376,0,0,61362,319833,273063,1958192,3889320,105840385,00:00:00.3889320,00:00:10.5840392,DominatedPath,0,239,0,34917,129103,8740,7790,227644,44336,00:00:00.0227644,00:00:00.0044336,DisjointPaths,0,0,0,3692,14688,0,0,53801,0,00:00:00.0053801,00:00:00.0000000,OverloadedEdge,0,0,0,53,163,0,0,527,0,00:00:00.0000527,00:00:00.0000000,OverloadedCaterpillar,0,0,0,231,67,133,0,386,0,00:00:00.0000386,00:00:00.0000000,OverloadedL3Leaves,0,0,0,78,66,77,0,304,0,00:00:00.0000304,00:00:00.0000000
500,500,Prüfer,Random,GuoNiedermeierKernelisation,9,False,60,12570,534,28058,13570,0,0,00:00:00.0000000,00:00:00.0000000,IdleEdge,27,0,0,29174,440,38839,6875,48348109,643313,00:00:04.8348109,00:00:00.0643313,UnitPath,14,257,0,4942,112453,12737,8609,19592,207521,00:00:00.0019592,00:00:00.0207521,DominatedEdge,399,0,0,64791,308728,284671,1823791,3355278,30446485,00:00:00.3355278,00:00:03.0446492,DominatedPath,0,182,0,30129,108140,4466,3748,200095,23266,00:00:00.0200095,00:00:00.0023266,DisjointPaths,0,0,0,2328,8906,0,0,39824,0,00:00:00.0039824,00:00:00.0000000,OverloadedEdge,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedCaterpillar,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000,OverloadedL3Leaves,0,0,0,0,0,0,0,0,0,00:00:00.0000000,00:00:00.0000000
